COMPLAINT_ID,ACCOUNT_NUMBER,COMPLAINT_DATE,CATEGORY,COMPLAINT_REASON,ROOT_CAUSE_DRIVER,CHANNEL,SEVERITY,ESCALATION_FLAG,STATUS,OUTCOME,RESOLUTION_TYPE,RESOLUTION_DAYS,GOODWILL_AMOUNT,GSOP_COMPENSATION_FLAG,OMBUDSMAN_REFERRAL_FLAG,REPEAT_COMPLAINT_FLAG,VULNERABLE_CUSTOMER_FLAG
1547,6000020704,2025-08-03,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,12,0.0,False,False,False,False
1548,6000020704,2025-09-20,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,App,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,6,0.0,False,False,True,False
1549,6000020704,2025-10-07,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Webchat,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,True,False
1550,6000020704,2025-11-13,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Webchat,Medium,False,Resolved - Partially Upheld,Partially Upheld,Apology,8,0.0,False,False,True,False
1551,6000020704,2025-12-13,Customer Service,Complaint not logged first time,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,3,0.0,False,False,True,False
1552,6000012845,2025-08-26,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,App,Medium,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,1,0.0,False,False,False,False
1553,6000003905,2025-08-07,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Social Media,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,1,43.65,False,False,False,False
1554,6000014865,2025-07-12,Billing - Incorrect Charges,Standing charge miscalculated,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Tariff Correction,13,0.0,False,False,False,False
1555,6000014865,2025-09-10,Refund Delay,Credit refund not received,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Refund Issued,3,22.28,False,False,True,False
1556,6000021148,2024-08-04,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Medium,False,Resolved - Upheld,Upheld,Refund Issued,10,40.51,False,False,False,False
1557,6000021148,2026-03-11,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Refund Issued,7,18.66,False,False,False,False
1558,6000018846,2024-12-17,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,5,50.64,False,False,False,False
1559,6000018846,2025-03-24,Website / App,App shows wrong balance,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
1560,6000019944,2026-04-15,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Refund Issued,7,22.26,False,False,False,False
1561,6000020809,2024-12-28,Customer Service,Complaint not logged first time,No specific system driver,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,12,0.0,False,False,False,False
1562,6000020809,2025-04-28,Customer Service,Long call wait times,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,False,False
1563,6000020809,2026-02-20,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Social Media,Low,False,Resolved - Upheld,Upheld,Tariff Correction,1,0.0,False,False,False,False
1564,6000020809,2026-08-27,Website / App,App shows wrong balance,No specific system driver,Social Media,Low,False,Open,,,0,0.0,False,False,False,False
1565,6000011231,2026-06-17,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Apology,14,0.0,False,False,False,False
1566,6000019367,2025-08-22,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Letter,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,4,33.39,False,False,False,False
1567,6000017537,2025-05-07,Meter Reading Dispute,Disputed opening read on transfer,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,12,0.0,False,False,False,False
1568,6000017537,2026-03-08,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,3,0.0,False,False,False,False
1569,6000022948,2026-07-02,Website / App,Login/registration failure,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,12,0.0,False,False,False,False
1570,6000024708,2025-11-18,Refund Delay,Final credit refund overdue,No specific system driver,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,6,0.0,False,False,False,False
1571,6000024708,2025-12-04,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Phone,Medium,False,Closed - No Customer Response,Not Upheld,No Action Required,9,0.0,False,False,True,False
1572,6000021905,2025-09-25,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Letter,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,True
1573,6000022729,2025-07-24,Customer Service,Promised call-back never happened,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,10,0.0,False,False,False,False
1574,6000001191,2025-09-21,Customer Service,Complaint not logged first time,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,9,0.0,False,False,False,False
1575,6000001191,2025-11-27,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,14,0.0,False,False,True,False
1576,6000005708,2025-08-13,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Letter,Low,True,Resolved - Not Upheld,Not Upheld,No Action Required,26,0.0,False,False,False,False
1577,6000023644,2024-10-19,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,3,0.0,False,False,False,False
1578,6000003195,2024-08-12,Billing - Estimated Read,Bill based on estimate despite submitted read,Billing - Estimated Read,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,13,0.0,False,False,False,False
1579,6000003195,2025-05-15,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Webchat,Medium,False,Resolved - Upheld,Upheld,Apology,4,0.0,False,False,False,False
1580,6000006363,2025-04-11,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Email,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,2,30.0,True,False,False,False
1581,6000018823,2025-05-22,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Social Media,Medium,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,3,0.0,False,False,False,False
1582,6000018823,2025-09-17,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
1583,6000018823,2025-10-08,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Webchat,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,True,False
1584,6000006254,2025-01-26,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Phone,Medium,True,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,52,0.0,False,False,False,False
1585,6000011654,2025-12-09,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Email,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,8,0.0,False,False,False,False
1586,6000022241,2025-08-15,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Social Media,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,4,0.0,False,False,False,False
1587,6000022241,2026-07-02,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Phone,Medium,True,Escalated,,,0,0.0,False,False,False,False
1588,6000021568,2026-06-22,Customer Service,Conflicting information from agents,No specific system driver,Letter,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,4,0.0,False,False,False,False
1589,6000024478,2025-04-10,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,App,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,7,23.63,False,False,False,False
1590,6000024478,2026-02-06,Customer Service,Promised call-back never happened,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,5,21.4,False,False,False,False
1591,6000017350,2025-01-07,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,6,0.0,False,False,False,False
1592,6000017350,2025-10-10,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Social Media,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,13,46.33,False,False,False,False
1593,6000017350,2026-08-26,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Email,Low,False,Open,,,0,0.0,False,False,False,False
1594,6000010220,2024-11-11,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,4,0.0,False,False,False,True
1595,6000010220,2026-05-27,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,2,0.0,False,False,False,True
1596,6000008476,2025-07-22,Refund Delay,Credit refund not received,No specific system driver,Phone,Medium,False,Resolved - Upheld,Upheld,Refund Issued,12,70.77,False,False,False,False
1597,6000020773,2024-11-17,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Letter,Low,False,Reopened,Partially Upheld,Apology,1,0.0,False,False,False,True
1598,6000020773,2025-08-26,Billing - Estimated Read,Smart meter not sending reads,Billing - Estimated Read,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,8,20.13,False,False,False,True
1599,6000020773,2025-11-15,Customer Service,Promised call-back never happened,No specific system driver,Email,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,3,55.84,False,False,True,True
1600,6000020773,2026-05-03,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,13,49.45,False,False,False,True
1601,6000015848,2025-07-02,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,False
1602,6000015848,2026-07-21,Refund Delay,Refund promised but not processed,No specific system driver,Letter,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
1603,6000001077,2026-07-01,Customer Service,Long call wait times,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,12,50.6,False,False,False,False
1604,6000012733,2025-07-24,Customer Service,Promised call-back never happened,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,7,32.26,False,False,False,False
1605,6000024918,2025-09-12,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,7,0.0,False,False,False,False
1606,6000017791,2026-05-03,Customer Service,Complaint not logged first time,No specific system driver,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,8,0.0,False,False,False,False
1607,6000021028,2026-05-12,Billing - Estimated Read,Catch-up bill after long estimation period,Billing - Estimated Read,Phone,Low,True,Resolved - Partially Upheld,Partially Upheld,Apology,14,0.0,False,False,False,False
1608,6000021028,2026-07-10,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Refund Issued,1,31.17,False,False,True,False
1609,6000018839,2025-07-06,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Phone,Medium,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,12,20.51,False,False,False,False
1610,6000018839,2025-12-09,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,3,0.0,False,False,False,False
1611,6000007389,2024-09-15,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Letter,Medium,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,7,13.27,False,False,False,False
1612,6000007389,2026-06-03,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Webchat,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,9,55.92,False,False,False,False
1613,6000007389,2026-08-25,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,App,Medium,False,Open,,,0,0.0,False,False,True,False
1614,6000006749,2025-06-06,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,2,0.0,False,False,False,False
1615,6000010014,2025-07-02,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,4,0.0,False,False,False,True
1616,6000021858,2024-11-21,Customer Service,Conflicting information from agents,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,5,0.0,False,False,False,False
1617,6000021858,2025-11-22,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,2,0.0,False,False,False,False
1618,6000003752,2024-10-01,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,Social Media,Low,False,Resolved - Upheld,Upheld,Refund Issued,5,49.93,False,False,False,False
1619,6000003752,2025-07-01,Missed Appointment,Appointment cancelled same day,No specific system driver,Webchat,Low,False,Withdrawn,Not Upheld,No Action Required,7,0.0,False,False,False,False
1620,6000003752,2026-05-09,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Letter,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,5,0.0,False,False,False,False
1621,6000003324,2025-11-25,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,App,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,2,0.0,False,False,False,False
1622,6000004667,2024-09-09,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Phone,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,12,30.0,True,False,False,False
1623,6000004667,2025-03-28,Customer Service,Long call wait times,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Apology,11,0.0,False,False,False,False
1624,6000000319,2025-02-22,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,App,Medium,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,7,16.09,False,False,False,False
1625,6000000319,2025-08-17,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,1,37.63,False,False,False,False
1626,6000000578,2024-11-07,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Social Media,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,13,0.0,False,False,False,False
1627,6000000578,2026-06-15,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,App,Low,False,Resolved - Upheld,Upheld,Apology,2,0.0,False,False,False,False
1628,6000015569,2024-08-25,Customer Service,Complaint not logged first time,No specific system driver,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,3,0.0,False,False,False,True
1629,6000021780,2024-10-03,Website / App,Cannot submit meter reading online,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Apology,5,0.0,False,False,False,False
1630,6000021780,2025-11-13,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,App,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,2,69.47,False,False,False,False
1631,6000006211,2026-01-09,Website / App,App shows wrong balance,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Apology,10,0.0,False,False,False,True
1632,6000020364,2025-03-05,Website / App,Cannot submit meter reading online,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,6,0.0,False,False,False,False
1633,6000003868,2026-02-04,Refund Delay,Refund promised but not processed,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,7,30.84,False,False,False,False
1634,6000002024,2025-04-16,Refund Delay,Credit refund not received,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,8,41.81,False,False,False,False
1635,6000002684,2026-03-25,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Phone,Medium,False,Resolved - Partially Upheld,Partially Upheld,GSOP Compensation,3,30.0,True,False,False,False
1636,6000018547,2025-06-01,Refund Delay,Refund promised but not processed,No specific system driver,Webchat,Medium,True,Resolved - Upheld,Upheld,Refund Issued,20,48.84,False,False,False,False
1637,6000002822,2024-08-02,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,14,0.0,False,False,False,False
1638,6000002822,2025-01-27,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,14,0.0,False,False,False,False
1639,6000002822,2026-04-13,Debt / Collections Practice,Debt not owed - previous occupier,Debt / Collections Practice,App,Medium,False,Resolved - Partially Upheld,Partially Upheld,Apology,13,0.0,False,False,False,False
1640,6000021040,2025-07-07,Customer Service,Long call wait times,No specific system driver,Letter,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,3,58.07,False,False,False,False
1641,6000021040,2025-09-18,Smart Meter Installation,IHD not working after install,Smart Meter Installation,Phone,Medium,False,Resolved - Upheld,Upheld,Apology,11,0.0,False,False,True,False
1642,6000015719,2025-11-08,Missed Appointment,Appointment cancelled same day,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Apology,3,0.0,False,False,False,False
1643,6000000519,2026-07-18,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,App,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,13,0.0,False,False,False,False
1644,6000016169,2025-03-01,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Tariff Correction,2,0.0,False,False,False,True
1645,6000021627,2024-09-18,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,4,0.0,False,False,False,False
1646,6000021627,2025-07-18,Smart Meter Installation,Pressure-selling of smart meter,Smart Meter Installation,Phone,Medium,True,Resolved - Upheld,Upheld,GSOP Compensation,55,30.0,True,False,False,False
1647,6000012780,2026-06-25,Customer Service,Long call wait times,No specific system driver,Email,Medium,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,3,54.15,False,False,False,True
1648,6000022358,2025-03-28,Billing - Estimated Read,Estimate far above typical usage,Billing - Estimated Read,Social Media,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,1,73.44,False,False,False,False
1649,6000008025,2025-10-07,Smart Meter Installation,Installation left supply off,Smart Meter Installation,App,Medium,True,Resolved - Upheld,Upheld,Apology,31,0.0,False,False,False,False
1650,6000015758,2025-03-13,Customer Service,Promised call-back never happened,No specific system driver,Webchat,Low,False,Resolved - Partially Upheld,Partially Upheld,Goodwill Payment,4,44.45,False,False,False,False
1651,6000013585,2025-04-04,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,6,0.0,False,False,False,True
1652,6000020603,2025-06-24,Missed Appointment,Appointment cancelled same day,No specific system driver,Letter,Low,False,Resolved - Upheld,Upheld,Apology,12,0.0,False,False,False,False
1653,6000020603,2026-01-11,Customer Service,Promised call-back never happened,No specific system driver,Social Media,Medium,False,Reopened,Not Upheld,No Action Required,7,0.0,False,False,False,False
1654,6000016291,2025-06-16,Customer Service,Conflicting information from agents,No specific system driver,App,Low,False,Resolved - Upheld,Upheld,Apology,6,0.0,False,False,False,False
1655,6000016291,2026-06-10,Website / App,Cannot submit meter reading online,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Apology,6,0.0,False,False,False,False
1656,6000016647,2025-05-11,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Email,Medium,True,Resolved - Upheld,Upheld,Apology,55,0.0,False,False,False,False
1657,6000016647,2026-02-13,Debt / Collections Practice,Collections letter tone aggressive,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Apology,7,0.0,False,False,False,False
1658,6000016647,2026-05-02,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,App,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,12,0.0,False,False,True,False
1659,6000016647,2026-06-23,Debt / Collections Practice,DCA contact despite payment plan,Debt / Collections Practice,Phone,Medium,False,Resolved - Upheld,Upheld,Payment Plan Set Up,2,0.0,False,False,True,False
1660,6000004841,2024-09-04,Customer Service,Conflicting information from agents,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Goodwill Payment,14,16.18,False,False,False,False
1661,6000004841,2024-11-07,Payment / Direct Debit,DD taken twice in one month,Payment / Direct Debit,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,9,0.0,False,False,True,False
1662,6000004841,2025-06-24,Refund Delay,Credit refund not received,No specific system driver,Phone,Medium,False,Resolved - Upheld,Upheld,Refund Issued,8,55.44,False,False,False,False
1663,6000004841,2026-02-18,Billing - Incorrect Charges,VAT applied incorrectly,No specific system driver,Social Media,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,8,17.58,False,False,False,False
1664,6000020138,2024-12-04,Final Bill / Move Out,Final bill based on estimate,Final Bill / Move Out,Phone,Low,False,Resolved - Upheld,Upheld,Bill Adjustment / Credit,9,53.5,False,False,False,False
1665,6000020138,2025-01-08,Missed Appointment,Appointment cancelled same day,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Apology,7,0.0,False,False,True,False
1666,6000023396,2024-12-20,Refund Delay,Refund promised but not processed,No specific system driver,Phone,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,8,41.53,False,False,False,False
1667,6000004577,2024-12-16,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
1668,6000008752,2026-07-07,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,App,Low,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,8,0.0,False,False,False,False
1669,6000009532,2025-07-07,Customer Service,Long call wait times,No specific system driver,App,Medium,False,Closed - No Customer Response,Partially Upheld,Apology,2,0.0,False,False,False,False
1670,6000019488,2026-01-17,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Refund Issued,7,25.62,False,False,False,False
1671,6000007593,2025-01-04,Missed Appointment,Appointment cancelled same day,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,4,30.0,True,False,False,False
1672,6000007593,2025-04-19,Customer Service,Promised call-back never happened,No specific system driver,Phone,Low,False,Resolved - Upheld,Upheld,Apology,12,0.0,False,False,False,False
1673,6000016174,2026-06-05,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,9,49.83,False,False,False,False
1674,6000009401,2025-05-26,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Social Media,Medium,False,Resolved - Upheld,Upheld,GSOP Compensation,8,30.0,True,False,False,True
1675,6000008329,2026-03-01,Billing - Incorrect Charges,Wrong tariff rate applied,No specific system driver,Webchat,Low,False,Resolved - Upheld,Upheld,Refund Issued,8,12.16,False,False,False,False
1676,6000014047,2025-11-19,Smart Meter Installation,Installation left supply off,Smart Meter Installation,App,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,4,0.0,False,False,False,False
1677,6000022499,2026-03-22,Billing - Incorrect Charges,Duplicate charge on bill,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
1678,6000022388,2025-01-03,Meter Reading Dispute,Disputed opening read on transfer,No specific system driver,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
1679,6000022388,2025-06-09,Billing - Back Billing,Charged for usage older than 12 months,No specific system driver,Email,Medium,False,Resolved - Upheld,Upheld,Goodwill Payment,14,33.25,False,False,False,False
1680,6000022388,2026-06-22,Website / App,App shows wrong balance,No specific system driver,Email,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,10,0.0,False,False,False,False
1681,6000011258,2025-08-10,Website / App,App shows wrong balance,No specific system driver,App,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,False,False
1682,6000011258,2026-07-26,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,8,0.0,False,False,False,False
1683,6000003172,2026-05-28,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Partially Upheld,Partially Upheld,Process Correction & Staff Feedback,3,0.0,False,False,False,False
1684,6000012212,2024-12-12,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Social Media,Low,False,Resolved - Partially Upheld,Partially Upheld,Refund Issued,3,25.55,False,False,False,False
1685,6000012212,2025-04-19,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Email,Low,False,Resolved - Partially Upheld,Partially Upheld,Apology,10,0.0,False,False,False,False
1686,6000012212,2025-07-07,Payment / Direct Debit,DD amount increased without notice,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Apology,5,0.0,False,False,True,False
1687,6000012212,2025-11-26,Smart Meter Installation,Installer missed appointment,Smart Meter Installation,Phone,Medium,False,Resolved - Not Upheld,Not Upheld,No Action Required,9,0.0,False,False,False,False
1688,6000016692,2026-01-06,Debt / Collections Practice,Chased for balance under dispute,Debt / Collections Practice,Social Media,Medium,True,Resolved - Not Upheld,Not Upheld,No Action Required,50,0.0,False,False,False,True
1689,6000019780,2024-11-22,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Refund Issued,3,93.6,False,False,False,False
1690,6000019780,2025-05-28,Payment / Direct Debit,Payment not credited to account,Payment / Direct Debit,Webchat,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,7,0.0,False,False,False,False
1691,6000019780,2025-10-24,Payment / Direct Debit,DD cancelled in error,Payment / Direct Debit,Phone,Low,False,Resolved - Upheld,Upheld,Refund Issued,14,7.45,False,False,False,False
1692,6000017039,2025-12-20,Missed Appointment,Engineer did not attend booked slot,No specific system driver,Webchat,Low,True,Resolved - Upheld,Upheld,Apology,13,0.0,False,False,False,False
1693,6000017039,2026-04-14,Customer Service,Conflicting information from agents,No specific system driver,Email,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,1,0.0,False,False,False,False
1694,6000017039,2026-05-25,Meter Reading Dispute,Disputed opening read on transfer,No specific system driver,Phone,Low,False,Resolved - Not Upheld,Not Upheld,No Action Required,11,0.0,False,False,True,False
1695,6000021351,2024-12-25,Customer Service,Promised call-back never happened,No specific system driver,Webchat,Medium,False,Resolved - Upheld,Upheld,Process Correction & Staff Feedback,6,0.0,False,False,False,False
1696,6000021351,2025-03-05,Smart Meter Installation,Installation left supply off,Smart Meter Installation,Webchat,Medium,False,Resolved - Partially Upheld,Partially Upheld,Apology,14,0.0,False,False,True,False
